@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P93.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
68.566126,retired,married,tertiary,no,17690.791052,no,no,cellular,5.953762,sep,258.806144,1,-1,0,yes
37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,no
33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,no
55.109654,blue-collar,married,secondary,no,51.341099,yes,no,cellular,18.207817,may,651.742446,1.943773,268.572588,1.576476,yes
36,management,married,tertiary,no,340,yes,no,cellular,20,apr,68,2,-1,0,no
64.414407,management,married,tertiary,no,9790.562263,no,no,cellular,9.326349,jun,305.058593,1.200978,41.712143,0.216437,yes
49.199069,blue-collar,married,primary,no,4103.933442,no,no,cellular,2.837911,oct,416.471022,2,-1,0,yes
39,self-employed,married,secondary,no,235,no,no,unknown,9,jun,217,1,-1,0,no
33.480147,unemployed,married,secondary,no,626.056705,yes,no,cellular,22.54713,may,1323.086639,8.028935,108.025839,0.145239,yes
50,admin.,married,secondary,no,0,no,no,cellular,4,aug,86,4,-1,0,no
50,blue-collar,married,primary,no,1164,yes,no,unknown,8,may,166,2,-1,0,no
49,blue-collar,married,primary,no,937,yes,no,unknown,12,jun,66,1,-1,0,no
37.900124,blue-collar,married,secondary,no,2325.351176,yes,no,cellular,15.177871,may,651.322397,3.93948,-1,0,yes
38.218063,management,married,secondary,no,3427.535813,no,no,cellular,17.742043,nov,654.474506,3.687763,3.958221,0.201583,yes
34.490285,admin.,divorced,secondary,no,-282.604629,no,no,cellular,15.010673,may,674.452671,1,-1,0,yes
57,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,no
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,yes
37.887006,services,married,primary,no,170.808192,yes,no,cellular,19.782724,may,690.065976,3.047713,331.957807,3.516653,yes
68.613099,self-employed,married,tertiary,no,4654.380208,no,no,cellular,13.982066,apr,161.844735,1,-1,0,yes
42.106284,management,married,tertiary,no,1237.061882,no,no,cellular,29.851547,may,216.994342,1.898953,-1,0,yes
35.544063,blue-collar,married,primary,no,196.255711,yes,no,cellular,19.238401,may,677.561121,2.940226,292.46693,2.949886,yes
47.064888,management,married,secondary,no,1784.450776,no,no,cellular,18.74541,oct,379.224239,1.744393,44.458068,0.133482,yes
30,self-employed,married,secondary,no,123,no,yes,unknown,17,jul,66,1,85,5,no
30,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,no
32,management,single,tertiary,no,537,no,no,unknown,29,may,187,3,-1,0,no
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,no
83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,no
40.481953,unemployed,married,secondary,no,685.187394,yes,no,cellular,20.633226,may,1258.552086,2,121.610566,1.945813,yes
37.614828,blue-collar,married,secondary,no,504.750877,no,no,cellular,15.437675,jul,676.252181,1.252346,-1,0,yes
31.309484,management,single,tertiary,no,620.125991,no,no,cellular,16.477016,jun,324.753512,1.906609,189.475261,1.989331,yes
46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,no
40,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,no
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,no
46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,no
49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,-1,0,no
37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,no
37,services,single,secondary,no,1175,yes,no,cellular,15,may,102,1,333,2,no
35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,yes
40.461173,blue-collar,married,secondary,no,586.931792,no,no,cellular,14.957378,may,636.340478,2.258109,-1,0,yes
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,yes
42,entrepreneur,married,primary,no,198,yes,no,unknown,8,may,314,1,-1,0,no
28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,yes
28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,66,1,-1,0,no
35.316018,management,married,tertiary,no,5367.42818,no,no,cellular,17.350366,oct,463.834901,3.940394,-1,0,yes
52,management,married,tertiary,no,-1224,yes,no,cellular,7,may,253,4,-1,0,no
44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,no
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,no
40.477151,management,married,tertiary,no,-63.300893,yes,no,cellular,12.09446,may,494.017102,1,237.887507,1,yes
42.440745,management,divorced,tertiary,no,6016.839521,no,no,cellular,6.399777,feb,627.555101,5.4325,81.018687,0.682434,yes
33.701041,management,married,secondary,no,185.492924,no,no,cellular,25.951457,mar,377.771566,2.19946,-1,0,yes
54.259659,services,married,secondary,no,374.254954,no,no,cellular,15.907294,apr,255.052555,1,90,3.996926,yes
40.438956,housemaid,married,secondary,no,9.435098,no,no,cellular,8.338609,oct,110.92805,1.476118,75.995494,2,yes
36.685762,management,married,tertiary,no,939.698877,no,no,cellular,15.691056,jun,321.000201,2.866722,149.827323,3.351339,yes
28,management,single,tertiary,no,781,no,no,cellular,9,apr,125,6,-1,0,no
32,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,no
29.601149,unemployed,married,primary,no,1046.26525,yes,no,cellular,16.602798,aug,31.623681,1,368.287588,1,yes
45.199879,services,divorced,secondary,no,319.796448,no,no,unknown,10.582067,may,1894.299706,4,-1,0,yes
35.786019,management,married,tertiary,no,0,no,no,cellular,8.547703,sep,260.436715,2.644333,95.290369,2.09245,yes
36.992455,management,married,secondary,no,620.346674,yes,no,cellular,4.293615,may,395.174282,1.869939,368.159316,1.982094,yes
46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,no
32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,no
49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,no
49.363666,blue-collar,married,primary,no,4105.105494,no,no,cellular,2.901869,oct,445.186505,2,-1,0,yes
58.852197,management,married,primary,no,4182.732629,no,no,cellular,12.716864,oct,317.682493,1.850748,35.449121,7.45948,yes
35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,no
32.71415,services,single,secondary,no,134.850462,no,no,cellular,12.59955,jun,172.327273,1.082246,-1,0,yes
37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289,2,-1,0,no
62.722766,self-employed,married,tertiary,no,4653.723231,no,no,cellular,13.765055,apr,162.951883,1,-1,0,yes
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,no
33,services,married,secondary,no,0,yes,no,telephone,22,jul,44,8,-1,0,no
29,services,single,unknown,no,33,no,no,unknown,1,jul,161,1,-1,0,no
37.164265,admin.,married,secondary,no,3619.888095,no,no,cellular,21,nov,713.242901,3.537798,-1,0,yes
35.590733,technician,single,secondary,no,943.769488,no,no,cellular,12.892176,may,687.138977,1,-1,0,yes
27.369429,student,single,secondary,no,241.435207,no,no,cellular,27.037761,may,234.923838,1.703093,-1,0,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,yes
28.199946,technician,divorced,tertiary,no,1202.565148,no,no,cellular,19.198454,may,718.057368,2.79618,-1,0,yes
34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,no
32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255,2,-1,0,no
46.703202,management,married,secondary,no,1218.246485,no,no,cellular,27.105587,apr,371.171111,1,184.467038,1.422444,yes
57.07116,self-employed,divorced,tertiary,no,1354.244329,no,no,cellular,22.906513,aug,701.418976,1.085962,-1,0,yes
47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,no
29.896805,admin.,married,secondary,no,900.702447,no,no,cellular,7.362607,oct,376.41714,1.045985,-1,0,yes
37.873313,housemaid,single,secondary,no,17.759752,no,no,cellular,9.753967,oct,166.394805,1.940291,87.596505,1.939955,yes
60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188,1,261,2,no
42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,no
54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,no
45.040792,technician,divorced,secondary,no,-84.179763,no,no,cellular,18.410714,oct,264.602418,1,-1,0,yes
53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,no
32,technician,married,tertiary,no,4089,no,no,cellular,26,may,114,7,287,3,no
44,management,married,tertiary,no,3762,no,no,cellular,28,aug,125,12,-1,0,no
41.004794,technician,married,secondary,no,11.413235,no,no,cellular,23.21642,aug,816.308525,2.720671,-1,0,yes
27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,no
46.891521,technician,married,secondary,no,-905.128903,yes,no,cellular,5.379405,may,482.554848,2.28906,-1,0,yes
41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,no
42,technician,married,secondary,no,440,yes,no,cellular,3,feb,13,5,-1,0,no
26,blue-collar,married,primary,no,0,yes,no,unknown,21,may,425,1,-1,0,no
36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,no
50.046325,management,divorced,tertiary,no,11.323459,no,no,cellular,19.828156,apr,77.238197,1.222624,-1,0,yes
55,retired,married,secondary,no,1467,no,yes,cellular,29,jul,277,2,-1,0,no
51.065301,admin.,married,tertiary,no,2239.011882,no,no,cellular,21.150792,feb,241.006803,2.593671,-1,0,yes
34,technician,single,secondary,no,475,yes,no,cellular,29,jul,538,8,-1,0,no
28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76,2,-1,0,no
60.125293,management,married,tertiary,no,1258.598889,no,no,cellular,16.56915,jun,391.203491,3.945835,-1,0,yes
37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,no
46.856198,admin.,married,secondary,no,37.937365,yes,no,cellular,6.034989,jul,1460.710712,5.034332,-1,0,yes
46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,no
70.242051,retired,married,tertiary,no,699.34027,no,no,cellular,10.241735,may,263.934148,2.661155,-1,0,yes
49.404233,services,single,secondary,no,351.929686,no,no,cellular,22.313335,may,1063.777951,3.890678,-1,0,yes
36.143511,technician,single,secondary,no,200.945223,no,no,cellular,3.356279,apr,238.719491,1.879792,-1,0,yes
27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,no
28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,129,4,211,3,no
55,admin.,married,secondary,no,865,yes,no,cellular,17,apr,85,1,151,1,no
35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,no
43.627384,technician,married,secondary,no,2505.352403,no,no,cellular,26.032116,oct,124.604901,4.451899,153.490954,0.547878,yes
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,yes
35.288773,blue-collar,single,secondary,no,-227.233281,yes,no,cellular,17.407114,apr,1173.547685,2.22185,299.51732,4.672518,yes
51.329522,management,married,secondary,no,25.406048,no,no,cellular,21.869396,aug,528.279105,2,-1,0,yes
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,no
54.698974,services,married,secondary,no,473.785704,no,no,cellular,25.215816,apr,485.717295,1.809233,0.722276,0.758003,yes
37.411723,admin.,married,secondary,no,83.448661,yes,no,cellular,20.66022,oct,226.961219,1.724001,393.659816,1.962327,yes
58.43389,retired,married,tertiary,no,9445.261693,no,no,cellular,26.614436,jun,358.740294,2.950344,-1,0,yes
60.998001,management,married,secondary,no,0,no,no,cellular,13.177713,oct,227.247032,1.618914,-1,0,yes
37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,no
42,unemployed,married,secondary,no,8131,yes,no,unknown,30,may,69,1,-1,0,no
59.838785,services,married,secondary,no,405.349368,no,no,cellular,9.729507,apr,241.678844,1,91.569884,3.982753,yes
45.920345,admin.,married,secondary,no,11.174213,no,no,cellular,15.878682,aug,387.110515,4.868727,-1,0,yes
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,no
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,yes
58,blue-collar,married,secondary,no,-27,no,yes,telephone,31,jul,77,13,-1,0,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,no
42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,yes
67.441434,services,married,secondary,no,431.027523,no,no,cellular,16.631524,apr,221.918394,1.875098,94.727903,1,yes
43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646,2,-1,0,no
57.429299,admin.,married,secondary,no,895.373137,no,no,cellular,8.005267,oct,342.173538,1.028502,-1,0,yes
32.596084,services,single,secondary,no,137.110725,no,no,cellular,14.656483,may,167.366925,1.341884,-1,0,yes
46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,no
55,technician,single,tertiary,no,-703,yes,no,cellular,8,may,123,3,-1,0,no
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,no
36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,yes
40.882188,management,single,tertiary,no,5064.877961,no,no,cellular,26.780065,oct,405.384089,2.996182,-1,0,yes
44,management,married,secondary,no,438,yes,no,telephone,8,may,37,3,303,1,no
36.160689,admin.,married,secondary,no,4732.257326,no,no,cellular,9.976039,may,315.034871,1,125.473339,4.350558,yes
36,management,married,tertiary,no,1318,yes,no,cellular,7,aug,100,2,-1,0,no
35.716242,management,married,tertiary,no,5425.477525,no,no,cellular,23.742348,feb,478.907629,2.824251,-1,0,yes
55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,no
37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,no
29,technician,single,secondary,no,534,yes,no,cellular,18,may,382,1,-1,0,no
34.262865,management,single,tertiary,no,7.506696,no,no,cellular,19.888923,apr,97.944393,2.829337,-1,0,yes
53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,360,4,-1,0,no
44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,no
32.050952,services,single,secondary,no,133.714338,no,no,cellular,15.076602,may,170.254693,1.000159,-1,0,yes
42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,no
46.723471,technician,married,secondary,no,18.02233,no,no,cellular,13.552573,may,228.730943,2,-1,0,yes
55,retired,married,secondary,no,159,no,no,cellular,28,aug,159,1,-1,0,no
30,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241,3,-1,0,no
51.560737,management,married,secondary,no,2587.774727,no,no,cellular,7.451844,jun,309.935375,2.133427,72.86427,1.946915,yes
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,no
52.37065,management,married,tertiary,no,2192.422213,yes,no,cellular,17.964344,apr,1004.615114,1.319127,-1,0,yes
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310,1,-1,0,no
39.37662,management,married,secondary,no,1151.473881,no,no,cellular,15.396575,apr,345.36542,1,208.981593,2.687568,yes
35.469712,self-employed,divorced,tertiary,no,1347.724969,no,no,cellular,22.414098,aug,735.192,2.142954,-1,0,yes
29.934481,unemployed,married,primary,no,1054.453331,yes,no,cellular,16.282291,aug,31.36735,1,368.220604,1,yes
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,no
31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58,2,-1,0,no
49.656965,admin.,married,tertiary,no,2299.339712,no,no,cellular,17.782886,feb,239.262204,3.289741,-1,0,yes
41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,no
40,management,married,tertiary,no,51,no,no,cellular,19,aug,164,2,-1,0,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,no
36.665193,unemployed,married,secondary,no,2941.732392,no,no,cellular,18.021215,aug,846.668056,5.666045,-1,0,yes
31.701046,technician,single,secondary,no,200.207132,no,no,cellular,24.002025,apr,267.776588,1.510583,-1,0,yes
41.916816,management,single,tertiary,no,4949.040133,no,no,cellular,11.286048,oct,288.804252,4.609882,90.161474,2.130712,yes
66.801583,retired,married,tertiary,no,8372.839424,no,no,telephone,7.38736,jun,291.357205,1.411937,4.530672,0.31802,yes
60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,no
31.33592,management,married,tertiary,no,75.533657,yes,no,cellular,6.484369,may,470.648064,6.301804,383.058399,2.018383,yes
38.215654,management,married,tertiary,no,595.613607,yes,no,cellular,14.902277,may,635.536944,2.096547,-1,0,yes
38,services,married,secondary,no,435,yes,no,unknown,23,may,193,2,-1,0,no
33.82701,blue-collar,married,secondary,no,173.982608,yes,no,cellular,18,may,478.869605,1,-1,0,yes
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,no
50.897197,technician,married,secondary,no,1188.275403,no,no,cellular,4.995194,may,252.548631,2.541764,-1,0,yes
35,entrepreneur,single,secondary,no,475,no,yes,cellular,21,jul,936,4,-1,0,no
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,no
64.994144,management,single,tertiary,no,9804.057882,no,no,cellular,12.044037,jun,347.215841,1.719108,66.492703,0.282508,yes
47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,no
36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,no
59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,no
57.463937,management,married,tertiary,no,0.200544,no,no,cellular,10.791842,sep,230.426608,1.65765,115.974478,3.289347,yes
41.406107,unemployed,married,primary,no,1231.544864,no,no,cellular,15,aug,298.291839,1.339723,378.774236,3.045558,yes
47,blue-collar,married,primary,no,556,yes,no,cellular,4,feb,147,2,264,4,no
58.486825,management,divorced,primary,no,1058.621714,no,no,unknown,16.516953,jun,1090.187562,1,-1,0,yes
33.547801,management,married,secondary,no,-229.024815,yes,yes,cellular,19.07822,may,546.212628,1.15021,194.726349,2.453992,yes
53,blue-collar,married,primary,no,25,yes,no,unknown,6,may,266,3,-1,0,no
46.409416,management,married,secondary,no,27.66925,no,no,cellular,21.626743,aug,529.948577,2,-1,0,yes
42.275817,blue-collar,single,secondary,no,17.939082,no,no,cellular,18.53232,may,594.512052,1.562061,-1,0,yes
60.340157,management,married,tertiary,no,1301.436385,no,no,cellular,16.25963,jun,386.529484,4.017468,-1,0,yes
45,unknown,married,primary,no,44,no,no,unknown,11,jun,81,1,-1,0,no
41.661795,management,single,tertiary,no,11942.015973,no,no,cellular,14.873324,sep,343.28936,1,73.771215,0.027384,yes
37.225973,admin.,married,secondary,no,93.815935,yes,no,cellular,21.179751,apr,227.988539,1.853769,395.160433,1.841213,yes
42,management,divorced,tertiary,no,221,yes,no,unknown,7,may,720,2,-1,0,no
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110,5,-1,0,no
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,yes
42,self-employed,married,secondary,no,5564,no,no,cellular,17,nov,560,2,-1,0,no
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,yes
79.735152,retired,married,tertiary,no,8335.812252,no,no,telephone,9.182962,jun,671.577804,1.165841,71.3059,11.610868,yes
42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,-1,0,no
26,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1,0,no
46.472493,management,married,secondary,no,27.106808,no,no,cellular,21.497444,aug,530.09046,2,-1,0,yes
21.539848,management,married,secondary,no,2517.140346,no,no,cellular,27.349519,jun,243.749218,4.60406,131.960856,2.180061,yes
43.616478,blue-collar,married,secondary,no,1899.118518,no,no,cellular,11.936512,oct,751.363311,2,-1,0,yes
48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,no
46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,yes
55,blue-collar,married,unknown,no,1665,no,no,telephone,30,jul,89,2,-1,0,no
66.99272,retired,married,secondary,no,2881.140376,no,no,cellular,9.051693,oct,218.340402,1.709929,-1,0,yes
47.078703,services,divorced,tertiary,no,315.222973,no,no,unknown,8.811916,may,1992.457564,2.719931,-1,0,yes
51.549591,retired,divorced,primary,no,211.884814,no,no,cellular,16.673697,oct,167.818366,1,-1,0,yes
41.355746,unemployed,married,secondary,no,870.58819,no,no,cellular,10.847474,feb,710.350243,1.366638,182.303145,4.317529,yes
43,technician,married,secondary,no,-932,yes,no,cellular,16,apr,567,1,-1,0,no
45,admin.,married,secondary,no,72,yes,yes,cellular,15,may,262,2,352,2,no
41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,no
41.39862,management,married,tertiary,no,990.231135,no,no,cellular,25.15532,oct,272.871975,1,93.699587,2.499322,yes
31.528272,retired,married,tertiary,no,639.713149,yes,no,cellular,18.024989,may,359.770242,3.947773,-1,0,yes
46.136135,services,single,secondary,no,257.77357,no,no,cellular,9.587886,aug,1735.630748,4,-1,0,yes
36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200,2,-1,0,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,yes
60,retired,married,secondary,no,89,no,no,cellular,30,apr,156,2,-1,0,no
54.784651,services,married,secondary,no,377.824439,no,no,cellular,16.714305,may,906.836179,3.731628,-1,0,yes
41,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,no
41.5262,management,married,secondary,no,1150.660679,no,no,cellular,14.801327,apr,341.660223,1,215.804874,2.260643,yes
60,management,married,primary,no,4895,no,no,unknown,9,jun,313,1,-1,0,no
35,admin.,single,secondary,no,2830,no,no,unknown,20,jun,22,12,-1,0,no
31.862133,management,married,tertiary,no,0,no,no,cellular,17.238419,oct,268.06968,2,170.742807,3.246841,yes
58.018858,blue-collar,married,secondary,no,462.106741,no,no,cellular,17.659285,jul,658.11422,2.331533,-1,0,yes
26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1,0,no
23.24341,technician,single,secondary,no,1119.343851,no,no,cellular,25.08156,may,807.956269,1,-1,0,yes
36,technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,no
49.621758,blue-collar,married,secondary,no,2217.76517,no,no,cellular,16.784448,feb,242.182344,1.252971,60.020807,0.03821,yes
31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,no
39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,-1,0,no
66.709171,services,married,secondary,no,430.045654,no,no,cellular,10.250645,apr,224.915418,2.289586,92.645169,1,yes
35.098034,blue-collar,married,primary,no,661.817629,no,no,cellular,16.98634,jul,965.975423,2.814334,-1,0,yes
24.644704,management,married,secondary,no,483.960136,no,no,cellular,27.314658,apr,292.518446,1.938685,-1,0,yes
39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243,1,-1,0,no
29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,no
39.686137,technician,single,secondary,no,16.629896,no,no,cellular,11.081225,oct,166.675002,1.702393,88.059997,1.702839,yes
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,no
60.968988,management,married,tertiary,no,1318.19748,no,no,cellular,15.351165,jun,375.568327,5.193077,-1,0,yes
39.397089,management,single,secondary,no,69.948213,no,no,cellular,18.685174,may,1187.736133,4.8992,-1,0,yes
38.666941,technician,married,secondary,no,907.588942,no,no,cellular,11.97153,feb,698.925367,1.617077,118.550988,2.708798,yes
34.35694,unemployed,married,secondary,no,652.797145,yes,no,cellular,19.820603,feb,1537.165569,19.820466,33.24949,2.832946,yes
28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,1,-1,0,no
31.2987,management,single,secondary,no,5.031606,no,no,cellular,23.888404,apr,123.738607,1.596242,-1,0,yes
35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,no
28.817251,technician,married,secondary,no,11.348732,no,no,cellular,21.578561,aug,835.992447,3.688091,-1,0,yes
42,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258,1,-1,0,no
75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,no
32,technician,single,secondary,no,0,no,no,cellular,26,aug,181,2,-1,0,no
52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,no
56.682931,unemployed,married,secondary,no,2903.043225,no,no,cellular,20.730986,aug,824.323257,9.755424,-1,0,yes
42,retired,single,tertiary,no,308,no,no,cellular,30,jan,114,2,-1,0,no
53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,yes
60,blue-collar,married,unknown,no,231,yes,no,unknown,12,may,57,2,-1,0,no
56,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,no
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,no
36.194592,technician,single,secondary,no,3.891042,no,no,cellular,20.630757,may,998.027909,3.581556,-1,0,yes
34,unemployed,single,tertiary,no,415,no,no,cellular,12,aug,123,1,-1,0,no
60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,no
46.544254,retired,married,primary,no,218.179775,no,no,cellular,16.037818,oct,80.490186,1.570435,-0.852637,0.081036,yes
32.949623,technician,married,secondary,no,60.944924,no,no,cellular,20.567854,may,836.772739,3.774231,-1,0,yes
59,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,-1,0,no
54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,no
51,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91,9,-1,0,no
80,retired,married,primary,no,1548,no,no,cellular,6,aug,331,2,-1,0,no
77.489008,management,married,tertiary,no,8075.599472,no,no,cellular,4.273096,may,528.636242,1,80.83856,2.464702,yes
51.392263,management,single,primary,no,1291.653568,no,no,unknown,25.824457,jun,1513.665648,1,-1,0,yes
44.704645,technician,married,secondary,no,4513.823212,yes,no,cellular,19.612479,may,897.786338,1.525175,36.345338,0.66303,yes
33,management,single,tertiary,no,0,no,no,cellular,28,aug,236,10,-1,0,no
40,technician,single,secondary,no,591,no,yes,cellular,14,aug,87,6,-1,0,no
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,yes
